Acct#,Site#,DBA Name,Address,Latitude,Longitude,License#,Record ID,License Code,License Name
270887,1,EDENS CONVIENANT LIQUOR STORE,"4805 W FOSTER AVE CHICAGO, IL 60630",41.97517999999999,-87.748554,1447111,2935979,1006,Retail Food Establishment
270976,1,LAS ESPERANZAS,"1758 W 47TH ST CHICAGO, IL 60609",41.8087687,-87.6696693,1447323,2941575,1006,Retail Food Establishment
271026,1,SUBWAY,"1449 E 57TH ST CHICAGO, IL 60637",41.7881309,-87.8058601,1447435,2908358,1006,Retail Food Establishment
271111,10,TACO MARIO,"6219 S TRIPP AVE CHICAGO, IL 60629",41.7797891,-87.72862,2851154,2925990,8344,Shared Kitchen User (Long Term)
271251,1,WE WASH CAR CARE CENTER,"4660 W LAWRENCE AVE CHICAGO, IL 60630",41.9681436,-87.7446827,2602070,2935981,1006,Retail Food Establishment
271341,1,PETE'S PRODUCE,"1411 W 87TH ST CHICAGO, IL 60620",41.7354553,-87.6586803,1448266,2968466,1006,Retail Food Establishment
271463,3,MUSIC BOX THEATRE,"3733-3735 N SOUTHPORT AVE CHICAGO, IL 60613",41.9552668,-87.6642377,2358986,2963605,1006,Retail Food Establishment
271557,1,SUBWAY SANDWICHES & SALAD,"1762 N CLYBOURN AVE CHICAGO, IL 60614",41.9131248,-87.6528525,1471047,2892785,1006,Retail Food Establishment
271689,2,Golden Years / Dante's Tavern,"1936-1938 W CHICAGO AVE CHICAGO, IL 60622",41.8959714,-87.673394,2008835,2990078,1006,Retail Food Establishment
271817,1,TOM LEE'S CHOP SUEY,"4660 N WESTERN AVE CHICAGO, IL 60625",41.965896,-87.6889318,1473196,2920213,1006,Retail Food Establishment
271827,3,Pho 777 Restaurant,"1104-1106 W ARGYLE ST CHICAGO, IL 60640",41.9733481,-87.6529752,2929008,2929008,1006,Retail Food Establishment
271886,1,COBRA LOUNGE,"231 N ASHLAND AVE CHICAGO, IL 60607",41.8862939,-87.666805,1473356,2968469,1006,Retail Food Establishment
271886,3,COBRA LOUNGE / ALL RISE BREWING CO.,"235 N ASHLAND AVE CHICAGO, IL 60607",41.8863125,-87.6667219,2241019,2968475,1470,Tavern
271893,1,HOME RUN INN PIZZERIA,"6221 S ARCHER AVE CHICAGO, IL 60638",41.7933615,-87.7753046,1473375,2941581,1006,Retail Food Establishment
271902,1,KASIA'S,"2101 W CHICAGO AVE CHICAGO, IL 60622",41.9196328,-87.6969945,1473392,2990080,1006,Retail Food Establishment
271902,2,KASIA'S,"440 N OAKLEY BLVD CHICAGO, IL 60612",41.8898645,-87.6845961,1597854,2990081,1007,Wholesale Food Establishment
271952,1,NORI SUSHI & NOODLE SHOP,"1235 W DEVON AVE CHICAGO, IL 60660",41.9934879,-87.9403619,1473514,2914555,1006,Retail Food Establishment
271984,1,"E & D INCIDENTAL, INC","8745 W HIGGINS RD CHICAGO, IL 60631",41.9858402,-87.845325,1473589,2973995,1006,Retail Food Establishment
272058,1,NEWS AND VIEWS,"151 N MICHIGAN AVE CHICAGO, IL 60601",41.8844733,-87.6238606,1473751,2979550,1006,Retail Food Establishment
272061,1,HINKLEY SPRINGS,"6055 S HARLEM AVE CHICAGO, IL 60638",41.7171297,-87.7984177,1476671,2941584,1007,Wholesale Food Establishment
272061,2,HINKLEY SPRINGS,"6155 S HARLEM AVE CHICAGO, IL 60638",41.7796817,-87.7998184,1476672,2941585,1007,Wholesale Food Establishment
272177,1,M & M GROCERY,"4533 N SHERIDAN RD CHICAGO, IL 60640",41.9646801,-87.65463319999999,1474033,2908369,1006,Retail Food Establishment
272191,1,7-ELEVEN,"4346 N KIMBALL AVE CHICAGO, IL 60618",41.9608016,-87.7137926,1474087,2994638,1006,Retail Food Establishment
272376,1,MOBIL,"2801 N DAMEN AVE CHICAGO, IL 60618",41.9450456,-87.6785,1474462,2994641,1006,Retail Food Establishment
272443,2,JAVIN INC.,"2700 W 50TH ST CHICAGO, IL 60632",41.8029569,-87.69171960000001,2487690,2903228,1007,Wholesale Food Establishment
272445,1,POTSTICKER HOUSE INC.,"3139 S HALSTED ST CHICAGO, IL 60608",41.8369089,-87.6459156,1474614,2935991,1006,Retail Food Establishment
272516,1,TAI'S,"3611 N ASHLAND AVE CHICAGO, IL 60613",41.9473879,-87.6685438,1474804,2963611,1470,Tavern
272588,3,PERMAN WINE SELECTIONS,"1167 N HOWE ST CHICAGO, IL 60610",41.9029832,-87.6443448,2476670,2958473,1474,Package Goods
272616,1,PAN BAGUETTE BAKERY,"8325 S PULASKI RD CHICAGO, IL 60652",41.7415202,-87.7212145,1475038,2931411,1006,Retail Food Establishment
272662,1,THE BARN HOCKEY BAR,"1659 W OGDEN AVE CHICAGO, IL 60612",41.8793568,-87.6684966,1820597,2935992,1006,Retail Food Establishment
272779,1,MARE'S MINI MART & DELI,"7850 W ADDISON ST CHICAGO, IL 60634",41.9454277,-87.8237476,1475534,2925993,1006,Retail Food Establishment
272873,4,"KINGDOM FARMS WHOLESALE MEATS, INC.","2300 W LAKE ST CHICAGO, IL 60612",41.88530840000001,-87.68511269999999,2308887,2958475,1007,Wholesale Food Establishment
272912,5,"OSI INDUSTRIES, LLC","4545-4549 S RACINE AVE CHICAGO, IL 60609",41.8210295,-87.6557999,2017942,2941593,1007,Wholesale Food Establishment
272912,7,OSI Industries LLC,"4201 S ASHLAND AVE CHICAGO, IL 60609",41.8172539,-87.66484539999999,2637365,2941594,1007,Wholesale Food Establishment
272922,1,CARMELITA'S TAQUERIA,"1206 W LAWRENCE AVE CHICAGO, IL 60640",41.96911910000001,-87.6601827,1475925,2908385,1006,Retail Food Establishment
273114,1,PETE'S PRODUCE,"1543 E 87TH ST CHICAGO, IL 60619",41.7366698,-87.5865007,1476553,2985096,1006,Retail Food Establishment
273149,1,CERMAK PRODUCE,"4234 N KEDZIE AVE CHICAGO, IL 60618",41.9584777,-87.7085085,1476654,2994643,1006,Retail Food Establishment
273150,1,CERMAK PRODUCE,"1711 W CERMAK RD CHICAGO, IL 60608",41.8516745,-87.6692317,1476657,2935996,1006,Retail Food Establishment
273193,1,FUN WASH,"2226 S WESTERN AVE CHICAGO, IL 60608",41.8511331,-87.6859326,1476841,2935999,1006,Retail Food Establishment
273266,1,SHARKS FISH & CHICKEN,"2027 E 95TH ST CHICAGO, IL 60617",41.7221276,-87.5738578,1477112,2968500,1006,Retail Food Establishment
273277,1,MARY'S FOOD INC.,"2400 S HAMLIN AVE CHICAGO, IL 60623",41.83517,-87.7194212,1477134,2973997,1006,Retail Food Establishment
273346,1,CHICAGO OYSTER HOUSE,"1933 S INDIANA AVE CHICAGO, IL 60616",41.8329883,-87.6217963,1477344,2963617,1006,Retail Food Establishment
273353,1,MC DONALD'S RESTAURANT,"2707 N MILWAUKEE AVE CHICAGO, IL 60647",41.9304638,-87.7092426,1477366,2931412,1006,Retail Food Establishment
273438,1,AZTECA INC,"4059 N MILWAUKEE AVE CHICAGO, IL 60641",41.9546745,-87.7490749,1477634,2914558,1006,Retail Food Establishment
273514,1,APPLE FOOD MART,"5255 W MADISON ST CHICAGO, IL 60644",41.8802808,-87.7557188,1477822,2897600,1006,Retail Food Establishment
273566,1,QUICK MART,"8301 S KEDZIE AVE CHICAGO, IL 60652",41.7422071,-87.7018034,1477925,2931413,1006,Retail Food Establishment
273572,1,SUNRISE CAFE RESTAURANT,"2012 W CHICAGO AVE CHICAGO, IL 60622",41.8961307,-87.6776734,1477940,2990093,1006,Retail Food Establishment
273581,1,BRISA FOODS INC.,"2156 N KIMBALL AVE CHICAGO, IL 60647",41.9208574,-87.7122731,1477966,2931417,1006,Retail Food Establishment
273684,4,FEELINGS GIFT SHOP,"17 E MONROE ST CHICAGO, IL 60603",41.8802224,-87.62565649999999,1892649,2985099,1006,Retail Food Establishment
273714,1,DON CHURRO,"1626 S BLUE ISLAND AVE CHICAGO, IL 60608",41.8590483,-87.6605026,1478372,2936002,1006,Retail Food Establishment
273724,1,MUNICIPAL FOODS,"2559 W DIVISION ST CHICAGO, IL 60622",41.902611,-87.6917149,1478386,2990097,1006,Retail Food Establishment
273826,2,QUARTINO,"626 N STATE ST CHICAGO, IL 60654",41.8935763,-87.6284713,2153445,2945244,1006,Retail Food Establishment
273973,1,SUBWAY STORE #30969,"4552 N KEDZIE AVE CHICAGO, IL 60625",41.9644917,-87.7088203,1478885,2920238,1006,Retail Food Establishment
274107,1,ROCKWELL'S NEIGHBORHOOD GRILL,"4632 N ROCKWELL ST CHICAGO, IL 60625",41.96602,-87.6938373,1479249,2920240,1006,Retail Food Establishment
274122,1,MRS MURPHYS AND SONS IRISH  BISTRO,"3905 N LINCOLN AVE CHICAGO, IL 60613",41.9526882,-87.6773223,1479275,2963619,1006,Retail Food Establishment
274159,1,THE KERRYMAN,"661 N CLARK ST CHICAGO, IL 60654",41.8941684,-87.63097259999999,1479396,2892799,1006,Retail Food Establishment
274243,1,LA HACIENDITA TAQUERIA INC,"3322 W 47TH ST CHICAGO, IL 60632",41.8082848,-87.7073771,1479601,2903229,1006,Retail Food Establishment
274326,5,THE HATCHERY,"135 N KEDZIE AVE CHICAGO, IL 60612",41.883911,-87.7050741,2744626,2985103,8342,Food - Shared Kitchen
274385,2,"MACIAS IMPORTS, INC.","4215 W 45TH ST CHICAGO, IL 60632",41.8113759,-87.7289373,1916650,2936004,1007,Wholesale Food Establishment
274385,3,Macias Imports,"4343 S KILPATRICK AVE CHICAGO, IL 60632",41.8142338,-87.7403714,2256649,2936005,1007,Wholesale Food Establishment
274410,1,LUCKY'S SANDWICH COMPANY,"3472 N CLARK ST CHICAGO, IL 60657",41.9452674,-87.65529029999999,1479950,2892803,1006,Retail Food Establishment
274487,1,MAGIC JUG,"6354 W IRVING PARK RD CHICAGO, IL 60634",41.9530121,-87.7854454,1488054,2926004,1006,Retail Food Establishment
274494,1,GO TAVERN & LIQUORS,"3219 W ARMITAGE AVE CHICAGO, IL 60647",41.9171531,-87.7078342,1488071,2931430,1006,Retail Food Establishment
274622,1,DUNKIN DONUTS BASKIN ROBBINS,"6001 W ADDISON ST CHICAGO, IL 60634",41.945687,-87.776667,1488341,2926005,1006,Retail Food Establishment
274646,1,LOS CANTARITOS,"13343 S BALTIMORE AVE CHICAGO, IL 60633",41.6523842,-87.5469017,1488400,2926006,1006,Retail Food Establishment
274900,1,WEEGEE'S LOUNGE,"3659 W ARMITAGE AVE CHICAGO, IL 60647",41.9170811,-87.7190502,1488903,2931432,1470,Tavern
274921,1,Carnivale Restaurant,"702 W FULTON MARKET  CHICAGO, IL 60661",41.8871528,-87.646012,1488939,2897609,1006,Retail Food Establishment
275125,1,EAST LAKEVIEW FOOD & LIQUOR,"3814 N CLARK ST CHICAGO, IL 60613",41.9514632,-87.66021549999999,1489365,2963627,1006,Retail Food Establishment
275260,2,DUNKIN DONUTS,"825 W 47TH ST CHICAGO, IL 60609",41.8086365,-87.6466917,2437866,3003653,1006,Retail Food Establishment
275294,1,LIVEWIRE,"3394 N MILWAUKEE AVE CHICAGO, IL 60641",41.9428812,-87.7303899,1489704,2914562,1470,Tavern
275310,4,VIAGGIO,"1027 W MADISON ST CHICAGO, IL 60607",41.8814574,-87.653173,2891446,2958486,1006,Retail Food Establishment
275427,1,Salad Oils International Corp.,"5070 W HARRISON ST CHICAGO, IL 60644",41.8732637,-87.7523063,1489923,2897611,1007,Wholesale Food Establishment
275506,1,MING BRICKYARD SUPER CHINA BUFFET INC.,"2650 N NARRAGANSETT AVE CHICAGO, IL 60639",41.92865,-87.7860291,1490057,3000148,1006,Retail Food Establishment
275849,4,OASIS CAFE,"21 N WABASH AVE CHICAGO, IL 60602",41.8826872,-87.6259327,1898430,2953693,1006,Retail Food Establishment
275915,1,GUERREROS PIZZA INC,"2024 S CALIFORNIA AVE CHICAGO, IL 60608",41.8540412,-87.69593239999999,1490824,2936010,1006,Retail Food Establishment
275920,1,JET'S PUBLIC HOUSE,"6148 N MILWAUKEE AVE CHICAGO, IL 60646",41.9932211,-87.7840798,1490838,2990111,1470,Tavern
276156,1,BOCKWINKELS,"222 N COLUMBUS DR CHICAGO, IL 60601",41.8866836,-87.62121450000001,1491357,2979582,1006,Retail Food Establishment
276172,1,MORTON'S STEAKHOUSE-WACKER PLACE,"65 E WACKER PL CHICAGO, IL 60601",41.8867321,-87.6255312,1491372,2979586,1006,Retail Food Establishment
276269,1,IN FINE SPIRITS,"5418 N CLARK ST CHICAGO, IL 60640",41.9803968,-87.66845620000001,1491523,2908393,1474,Package Goods
276270,3,ALEX DELI,"4951 W DIVERSEY AVE CHICAGO, IL 60639",41.9312843,-87.7510952,1873295,2994657,1007,Wholesale Food Establishment
276291,1,TACOS DON CUCO,"1847 W 47TH ST CHICAGO, IL 60609",41.8083661,-87.67173299999999,1491578,2941622,1006,Retail Food Establishment
276415,1,KAROLINKA CLUB,"6102 S CENTRAL AVE CHICAGO, IL 60638",41.7815317,-87.7621374,1491830,2941624,1470,Tavern
276476,1,INDIAN BOUNDARY GOLF COURSE,"8600 W FOREST PRESERVE AVE CHICAGO, IL 60634",41.9393968,-87.8441941,1491988,2926010,1006,Retail Food Establishment
276483,1,SNK,"8106 S RACINE AVE CHICAGO, IL 60620",41.7466366,-87.6537442,1492008,2968514,1006,Retail Food Establishment
276603,1,HOME BAKERY & FESTIVALS,"2910 N CENTRAL PARK AVE CHICAGO, IL 60618",41.9341017,-87.7175539,1492279,2994658,1006,Retail Food Establishment
276628,1,SUBWAY,"5901 S ARCHER AVE CHICAGO, IL 60638",41.7952606,-87.76295,1492342,2941625,1006,Retail Food Establishment
276661,1,SUBWAY,"4861 N MILWAUKEE AVE CHICAGO, IL 60630",41.9689348,-87.7614906,1492416,2936013,1006,Retail Food Establishment
276728,1,LARK,"3441 N HALSTED ST CHICAGO, IL 60657",41.944889,-87.6492509,1492585,3003660,1006,Retail Food Establishment
276748,1,BUENA VISTA RESTAURANT,"3147 N BROADWAY  CHICAGO, IL 60657",41.9389448,-87.6441523,1492643,3003661,1006,Retail Food Establishment
276903,3,DUNKIN BASKIN,"909 W WASHINGTON BLVD CHICAGO, IL 60607",41.8828563,-87.6503095,1645699,2931438,1006,Retail Food Establishment
276924,1,BRIDGEPORT COFFEE HOUSE INC,"3101 S MORGAN ST CHICAGO, IL 60608",41.8378642,-87.65088539999999,1492765,2936014,1006,Retail Food Establishment
276948,1,"CARNICERIA LA HACIENDA, INC.","3459 W 59TH ST CHICAGO, IL 60629",41.7859311,-87.7104149,1492826,2926011,1006,Retail Food Establishment
277157,8,BJ'S MARKET AND BAKERY,"1156 W 79TH ST CHICAGO, IL 60620",41.7507257,-87.65352779999999,2939233,2968516,1006,Retail Food Establishment
277217,3,JOY YEE PLUS,"2159 S CHINA PL CHICAGO, IL 60616",41.853709,-87.6347019,2008463,2963641,1006,Retail Food Establishment
277279,1,CASUAL TAP,"5924 W MONTROSE AVE CHICAGO, IL 60634",41.9605277,-87.7756273,1493651,2926021,1470,Tavern
277286,1,TAQUERIA HUANDACAREO,"3308 W 55TH ST CHICAGO, IL 60632",41.7936516,-87.7065252,1493675,2903240,1006,Retail Food Establishment
277375,1,5659 W. DIVERSEY,"5659 W DIVERSEY AVE CHICAGO, IL 60639",41.9309053,-87.7683461,1493841,3000152,1474,Package Goods
277426,2,CHICAGO SEAFOOD & RESTAURANT SUPPLY,"4433 W ANN LURIE PL CHICAGO, IL 60632",41.8161231,-87.7342351,1739015,2903241,1007,Wholesale Food Establishment
277614,1,MI MEXICO GROCERY,"2601 W 59TH ST CHICAGO, IL 60629",41.7863266,-87.68896769999999,1494240,2926024,1006,Retail Food Establishment
277684,1,BRIDGFORD MARKETING,"170 N GREEN ST CHICAGO, IL 60607",41.8850709,-87.64897739999999,1494384,2958490,1007,Wholesale Food Establishment
277713,1,RED EYES COFFEE CORP,"4164 N LINCOLN AVE CHICAGO, IL 60618",41.9575839,-87.68145009999999,1494444,2994661,1006,Retail Food Establishment
277801,1,CITGO,"7600 S EXCHANGE AVE CHICAGO, IL 60649",41.7569051,-87.5582415,1494617,2994662,1006,Retail Food Establishment
277997,1,HQ BEERCADE II,"213 W INSTITUTE PL CHICAGO, IL 60610",41.8971696,-87.6352282,1494999,2945257,1006,Retail Food Establishment
277999,1,ESSENCE OF INDIA,"4601 N LINCOLN AVE CHICAGO, IL 60625",41.9650749,-87.68593489999999,1495003,2920249,1006,Retail Food Establishment
278002,1,REYES CORNER GRILL,"3903 S KEDZIE AVE CHICAGO, IL 60632",41.8219986,-87.7044084,1495009,2903244,1006,Retail Food Establishment
278093,1,MARIE'S BAKERY,"3847 W FULLERTON AVE CHICAGO, IL 60647",41.9242969,-87.7237663,1495140,2931446,1006,Retail Food Establishment
278139,1,HUDDLE HOUSE,"4748 N KIMBALL AVE CHICAGO, IL 60625",41.9680271,-87.7135433,1495215,2920250,1006,Retail Food Establishment
278216,3,ANNOYANCE PRODUCTIONS,"851-853 W BELMONT AVE CHICAGO, IL 60657",41.93968040000001,-87.65128899999999,2262292,2908423,1006,Retail Food Establishment
278223,1,Phillips 76,"7601 S JEFFERY BLVD CHICAGO, IL 60649",41.7567617,-87.5757274,1495344,2994666,1006,Retail Food Establishment
278323,1,R CATERING AND EVENTS,"1415 W DIVERSEY PKWY CHICAGO, IL 60614",41.9321112,-87.6642706,1495500,2892835,1006,Retail Food Establishment
278343,1,ALOHA GRILL HAWAIIAN BBQ INC.,"2534 N CLARK ST CHICAGO, IL 60614",41.9287067,-87.642563,1495532,2892837,1006,Retail Food Establishment
278478,4,BIG TONY'S,"5611 W CORCORAN PL CHICAGO, IL 60644",41.8871156,-87.7654052,1768967,2897641,1006,Retail Food Establishment
278487,1,LA VINATA,"3118-3124 W CERMAK RD CHICAGO, IL 60623",41.8519777,-87.7036996,1717347,2974012,1474,Package Goods
278541,1,ANDY'S GROCERY,"2300 S TROY ST CHICAGO, IL 60623",41.8498343,-87.7042898,1495885,2974014,1006,Retail Food Establishment
278681,1,WOK CUISINE,"4554 N KEDZIE AVE CHICAGO, IL 60625",41.9641429,-87.7086225,1496143,2920251,1006,Retail Food Establishment
278702,2,Logan 11,"2230-2232 N CALIFORNIA AVE CHICAGO, IL 60647",41.9225985,-87.69763119999999,1821658,2931448,1006,Retail Food Establishment
278781,2,Platform 47,"4707-4709 N DAMEN AVE CHICAGO, IL 60625",41.9672359,-87.6787753,1873344,2920253,1006,Retail Food Establishment
278805,1,BEVERLY HILLS FOOD MART,"2156 W 95TH ST CHICAGO, IL 60643",41.7208744,-87.676477,1513847,2908451,1006,Retail Food Establishment
278827,1,ARMITAGE FOOD,"3635 W ARMITAGE AVE CHICAGO, IL 60647",41.9169018,-87.7181922,1513878,2931453,1006,Retail Food Establishment
278879,2,CLOVER SPORTS BAR,"722-724 W GRAND AVE CHICAGO, IL 60654",41.8913213,-87.6468015,2417918,2945263,1470,Tavern
278885,3,ALL UNITED IMPORTS,"9332 S ANTHONY AVE CHICAGO, IL 60617",41.7252317,-87.5529864,1677324,2936022,1007,Wholesale Food Establishment
278888,1,ISSHA GROCERY AND LIQUORS,"2901 W DEVON AVE CHICAGO, IL 60659",41.997432,-87.702238,1513989,3003678,1006,Retail Food Establishment
278982,2,POPEYES,"6622 W FULLERTON AVE CHICAGO, IL 60707",41.9239711,-87.7916105,1577600,2994668,1006,Retail Food Establishment
279117,2,THE BOHEA ASSOCIATES OF ILL. LTD,"3730 S ST LOUIS AVE CHICAGO, IL 60632",41.8250467,-87.7124187,2404298,2963643,1007,Wholesale Food Establishment
279154,84,Inspired Catering & Events,"6075 N MILWAUKEE AVE CHICAGO, IL 60646",41.9920659,-87.782394,2939529,2949686,1006,Retail Food Establishment
279209,1,AC MARRIOTT CHICAGO DOWNTOWN,"630 N RUSH ST CHICAGO, IL 60611",41.8961633,-87.6255054,1578562,3008562,1006,Retail Food Establishment
279248,1,MARATHON FUEL &  MINI MART,"5201 W DIVISION ST CHICAGO, IL 60651",41.9019353,-87.7562266,1514692,2931456,1006,Retail Food Establishment
279335,1,Backyard Grill,"6355 N PULASKI RD CHICAGO, IL 60646",41.9968365,-87.728522,1514864,2990122,1006,Retail Food Establishment
279379,1,SHARKS FISH & CHICKEN,"5048 S COTTAGE GROVE AVE CHICAGO, IL 60615",41.8027128,-87.6065282,1514960,2963644,1006,Retail Food Establishment
279438,1,CHINA KITCHEN,"1931 W FOSTER AVE CHICAGO, IL 60640",41.9757747,-87.67755869999999,1515134,2908453,1006,Retail Food Establishment
279551,2,LATINO  MEAT & PRODUCE INC,"3449 W 48TH PL CHICAGO, IL 60632",41.805201,-87.7106684,2363096,2958537,1007,Wholesale Food Establishment
279592,1,WILLIES GROCERY STORE INC.,"4958 S WOLCOTT AVE CHICAGO, IL 60609",41.803195,-87.6724061,1515440,2941639,1006,Retail Food Establishment
279633,1,6978 SOUL FOOD,"6978 W NORTH AVE CHICAGO, IL 60707",41.9091531,-87.8000378,1953650,2945267,1006,Retail Food Establishment
279643,1,7-ELEVEN,"5610 N KIMBALL AVE CHICAGO, IL 60659",41.983273,-87.7141836,1515562,3003679,1006,Retail Food Establishment
279667,1,HOA MY MARKET,"1123 W ARGYLE ST CHICAGO, IL 60640",41.9731789,-87.6587212,1515626,2908454,1006,Retail Food Establishment
279699,1,WING CHEONG GROCERY INC,"2317 S WENTWORTH AVE CHICAGO, IL 60616",41.8504733,-87.6317123,1515706,2963647,1006,Retail Food Establishment
279700,1,CHINESE FRESH CHICKEN,"239 W 26TH ST CHICAGO, IL 60616",41.8453907,-87.63351290000001,1515709,2963648,1007,Wholesale Food Establishment
279784,4,CCC BRANDS,"7437 S VINCENNES AVE CHICAGO, IL 60621",41.7592959,-87.6307101,1874646,2979608,1007,Wholesale Food Establishment
279784,5,CCC Brands,"501 W 82ND ST CHICAGO, IL 60620",41.7447526,-87.6365727,2283603,2979609,1007,Wholesale Food Establishment
279886,2,Era,"416 S CLARK ST CHICAGO, IL 60605",41.8764179,-87.6310696,1695553,2985130,1470,Tavern
279909,61,AFC Sushi @ Jewel Osco #3349,"16915 N HAAS AVE TORRENCE, CA 90504",33.8770113,-118.3172136,2841387,3003710,8344,Shared Kitchen User (Long Term)
279912,1,SUBWAY,"4735 S CICERO AVE CHICAGO, IL 60632",41.8064765,-87.7425956,1516132,2903251,1006,Retail Food Establishment
279935,1,J & K FOOD & LIQUOR,"6320 N WESTERN AVE CHICAGO, IL 60659",41.9963672,-87.6901544,1516172,3003712,1006,Retail Food Establishment
279945,5,MAKOLA  AFRICAN SUPERMART,"1017-1019 W WILSON AVE CHICAGO, IL 60640",41.9652263,-87.6556294,2374096,2908458,1006,Retail Food Establishment
280148,1,NESTLE PROFESSIONAL BEVERAGES NORTH AMERICA,"1821 S KILBOURN AVE CHICAGO, IL 60623",41.8560997,-87.7360644,1518618,2974018,1007,Wholesale Food Establishment
280191,1,FUEL STAR,"7602 S VINCENNES AVE CHICAGO, IL 60620",41.7559961,-87.6326766,1516803,2968577,1006,Retail Food Establishment
280209,1,DUNKIN DONUTS,"3843 N CICERO AVE CHICAGO, IL 60641",41.9508934,-87.7471353,1516830,2914585,1006,Retail Food Establishment
280244,1,DERICE ASIAN CUSINE,"918-920 E 47TH ST CHICAGO, IL 60653",41.8096968,-87.6030925,1516927,3000157,1006,Retail Food Establishment
280245,1,PRINTERS ROW WINE SHOP,"719 S DEARBORN ST CHICAGO, IL 60605",41.8730436,-87.6289686,1516929,2985152,1474,Package Goods
280339,3,BASIL LEAF CAFE/SAGE,"2461-2467 N CLARK ST CHICAGO, IL 60614",41.9271188,-87.6412572,1937482,2892844,1006,Retail Food Establishment
280476,1,CHURCHVIEW SUPPORTIVE LIVING COMMUNITY,"2626 W 63RD ST CHICAGO, IL 60629",41.7792636,-87.6889245,1517532,2926057,1006,Retail Food Establishment
280520,1,SUBWAY,"8614 S KEDZIE AVE CHICAGO, IL 60652",41.7375232,-87.7021714,1517669,2931466,1006,Retail Food Establishment
280556,1,SKM GROCERY,"1455 W DEVON AVE CHICAGO, IL 60660",41.9979323,-87.6675812,1517769,2914591,1006,Retail Food Establishment
280621,1,SUPERMERCADO MI LUPITA,"2701 W 23RD ST CHICAGO, IL 60608",41.8498496,-87.6930967,1518064,2936026,1006,Retail Food Establishment
280717,1,GOOD TO GO FOOD,"310 S RACINE AVE CHICAGO, IL 60607",41.8776134,-87.6572655,1518133,2958538,1007,Wholesale Food Establishment
280735,1,Morse Fresh Market,"1430 W MORSE AVE CHICAGO, IL 60626",42.0080973,-87.6670593,1518304,2985155,1006,Retail Food Establishment
280768,1,CITGO,"7283 S SOUTH CHICAGO AVE CHICAGO, IL 60619",41.7627081,-87.6010065,1573027,2985158,1006,Retail Food Establishment
280824,1,REX TAVERN,"4933 N MILWAUKEE AVE CHICAGO, IL 60630",41.970584,-87.7628557,1518368,2936041,1470,Tavern
280877,1,Moe's Cantina,"3518-3522 N CLARK ST CHICAGO, IL 60657",41.9460263,-87.65597629999999,1518496,3003718,1006,Retail Food Establishment
281086,1,MINI MART,"1724 S ASHLAND AVE CHICAGO, IL 60608",41.8584126,-87.6662756,1518858,2936043,1006,Retail Food Establishment
281107,1,HOLIDAY INN CHICAGO O'HARE,"5615 N CUMBERLAND AVE CHICAGO, IL 60631",41.9819536,-87.8356421,1518913,2974025,1006,Retail Food Establishment
281301,14,Washburne Culinary Institute Student Training Kitchens,"740 W 63RD ST CHICAGO, IL 60621",41.7802587,-87.6443931,2813898,2992867,1006,Retail Food Establishment
281591,1,CLARK,"1400 E 87TH ST CHICAGO, IL 60619",41.7366878,-87.6007062,1519986,2985162,1006,Retail Food Establishment
281776,1,LALO'S MEXICAN RESTAURANT,"733 W MAXWELL ST CHICAGO, IL 60607",41.8646278,-87.6464068,1520427,2958545,1006,Retail Food Establishment
281904,2,FANNIE MAY CONFECTIONS #152,"343 N MICHIGAN AVE CHICAGO, IL 60601",41.888034,-87.6242796,1543101,2974030,1006,Retail Food Establishment
281904,3,FANNIE MAY CONFECTIONS #190,"5543 S HARLEM AVE CHICAGO, IL 60638",41.7905019,-87.8010627,1543102,2974031,1006,Retail Food Establishment
282055,1,GEORGES TAP,"9910 S COMMERCIAL AVE CHICAGO, IL 60617",41.7151027,-87.55118949999999,1542161,2968631,1470,Tavern
282078,1,AL BAYAN GROCERY INC.,"3134 N NARRAGANSETT AVE CHICAGO, IL 60634",41.9375324,-87.7860182,1542202,2926063,1006,Retail Food Establishment
282765,2,THE BALLROOM,"6351-6359 S COTTAGE GROVE AVE CHICAGO, IL 60637",41.8033202,-87.6064393,1594231,2920277,1006,Retail Food Establishment
282780,1,7-ELEVEN,"343 N LA SALLE ST CHICAGO, IL 60654",41.8886828,-87.63226259999999,1542795,2945277,1006,Retail Food Establishment
282836,1,VOLO RESTAURANT,"2008 W ROSCOE ST CHICAGO, IL 60618",41.9434077,-87.6788867,1542917,2994689,1006,Retail Food Establishment
282984,1,CHICAGO BILLIARD CAFE,"5935 W IRVING PARK RD CHICAGO, IL 60634",41.9528303,-87.7757299,1543206,2926067,1006,Retail Food Establishment
283008,1,"HO FAT LEE CHINESE KITCHEN, I NC.","1114 S KEDZIE AVE CHICAGO, IL 60612",41.8680094,-87.7058296,1543266,2979615,1006,Retail Food Establishment
283092,1,INNOPHOS INC.,"612 E 138TH ST CHICAGO, IL 60827",41.6456091,-87.6079651,1543444,2968633,1007,Wholesale Food Establishment
283310,1,VLIVE,"2501-2513 S KEDZIE AVE CHICAGO, IL 60623",41.8461456,-87.70471440000001,2863385,2974037,1006,Retail Food Establishment
283333,1,BP GAS,"5901 S PULASKI RD CHICAGO, IL 60629",41.7857946,-87.7227259,1543932,2934127,1006,Retail Food Establishment
283473,1,CITGO FOOD MART,"721 E 103RD ST CHICAGO, IL 60628",41.707124,-87.6053305,1544207,2934165,1006,Retail Food Establishment
